3067	The federal minimum wage should be increased	Raising the minimum wage would hollow out companies through outsourcing to lower cost labor	refutes
3068	The federal minimum wage should be increased	Raising the minimum wage would disadvantage low-skilled workers.	refutes
3069	The federal minimum wage should be increased	Less educated workers will be at a disadvantage if the minimum wage is increased.	refutes
3070	The federal minimum wage should be increased	Raising the minimum wage does not help unskilled workers.	refutes
3071	The federal minimum wage should be increased	The minimum wage has not kept up with inflation.	supports
3072	The federal minimum wage should be increased	Minimum wage has not kept pace with increases in inflation.	supports
3073	The federal minimum wage should be increased	Inflation has increased at a faster pace than minimum wage.	supports
3074	The federal minimum wage should be increased	The cost of living has increased but minimum wage has stayed the same.	supports
3075	The federal minimum wage should be increased	Minimum wage needs to evolved with increasingly more expensive cost of living.	supports
3076	The federal minimum wage should be increased	Teenagers and young adults may be shut out of the workforce if the minimum wage is increased.	refutes
3077	The federal minimum wage should be increased	Teenagers and young adults won't be able to find employment, if minimum wage is increased.	refutes
3078	The federal minimum wage should be increased	Inexperienced and new workers will have a hard time finding employment.	refutes
3079	The federal minimum wage should be increased	Raising minimum wage will increase the cost the living.	refutes
3080	The federal minimum wage should be increased	Housing costs would only go up if the minimum wage is increased.	refutes
3081	The federal minimum wage should be increased	If the minimum wage is increased, all Americans will be harmed because housing prices will go up.	refutes
3082	The federal minimum wage should be increased	Raising the minimum wage would increase the price of consumer goods.	refutes
3083	The federal minimum wage should be increased	Raising the minimum wage would increase housing costs.	refutes
